Country,Employment,ConvertedComp,EdLevel,YearsCodePro
Canada,Employed full-time,113447.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21
United States,Employed full-time,109000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7
Canada,Employed full-time,79413.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
United States,Employed full-time,190000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19
Mexico,Employed full-time,21550.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
United Kingdom,Employed part-time,25164.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
United States,Employed full-time,150000.0,"Associate degree (A.A., A.S., etc.)",5
Canada,"Independent contractor, freelancer, or self-employed",45379.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Netherlands,Employed full-time,64859.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
Germany,Employed full-time,44496.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",13
United States,Employed full-time,105000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
Brazil,Employed full-time,19236.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Uruguay,Employed full-time,9456.0,Some college/university study without earning a degree,6
Canada,Employed full-time,68068.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",10
Colombia,"Independent contractor, freelancer, or self-employed",14400.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13
United States,"Independent contractor, freelancer, or self-employed",90000.0,Some college/university study without earning a degree,23
United States,Employed full-time,82000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Germany,Employed full-time,61616.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United States,Employed full-time,114000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
United States,Employed full-time,182000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35
United Kingdom,Employed full-time,60752.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
United States,Employed full-time,70000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Canada,Employed full-time,42883.0,"Associate degree (A.A., A.S., etc.)",Less than 1 year
United States,Employed full-time,135500.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
Canada,Employed full-time,52942.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
Poland,"Independent contractor, freelancer, or self-employed",54672.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
United States,Employed full-time,48000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",2
United States,Employed part-time,43200.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
United States,Employed full-time,128000.0,Some college/university study without earning a degree,15
United States,Employed full-time,84000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,190000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30
Australia,Employed part-time,56788.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
Canada,Employed full-time,49160.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United States,Employed full-time,115000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
United States,Employed full-time,82067.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United Kingdom,Employed full-time,90482.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22
United States,Employed full-time,400000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",10
France,Employed full-time,43239.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
Germany,Employed full-time,118692.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21
Germany,"Independent contractor, freelancer, or self-employed",75669.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15
Germany,Employed full-time,36324.0,"Professional degree (JD, MD, etc.)",4
India,Employed full-time,11220.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7
United States,Employed full-time,125000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
Ukraine,"Independent contractor, freelancer, or self-employed",7344.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16
United States,Employed full-time,110000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
Germany,Employed full-time,51888.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",Less than 1 year
Serbia,Employed full-time,77088.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
Canada,Employed full-time,69203.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
Belgium,Employed full-time,66156.0,Some college/university study without earning a degree,20
United States,"Independent contractor, freelancer, or self-employed",150000.0,Some college/university study without earning a degree,31
United States,Employed full-time,104000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Sweden,Employed full-time,49092.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
The former Yugoslav Republic of Macedonia,"Independent contractor, freelancer, or self-employed",12972.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
United Kingdom,Employed full-time,52609.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
United Kingdom,Employed full-time,103408.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16
United States,Employed full-time,100000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19
Germany,Employed full-time,76750.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
United States,Employed full-time,700000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",39
United States,Employed full-time,40000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Bangladesh,"Independent contractor, freelancer, or self-employed",4200.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
United States,Employed full-time,85000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6
United States,Employed full-time,109000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7
Sweden,Employed full-time,109236.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23
United States,Employed full-time,45000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5
Canada,Employed full-time,73362.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14
United States,Employed full-time,200000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",6
United States,Employed full-time,140000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14
United Kingdom,Employed full-time,155111.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",6
Germany,Employed full-time,57720.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
United States,Employed full-time,72000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
Canada,Employed part-time,41597.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year
United States,Employed part-time,5000.0,Some college/university study without earning a degree,Less than 1 year
Canada,Employed full-time,124716.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9
Brazil,Employed full-time,8244.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,78000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Spain,Employed full-time,58373.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",5
United States,Employed full-time,40000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Canada,Employed full-time,41597.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
United States,Employed full-time,164787.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12
Canada,Employed full-time,105884.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25
United Kingdom,Employed full-time,37485.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5
United States,Employed full-time,190000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
United States,Employed full-time,90000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
Portugal,"Independent contractor, freelancer, or self-employed",194580.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11
United States,Employed full-time,672000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
France,Employed full-time,81074.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",24
Canada,Employed full-time,79413.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15
Austria,Employed full-time,66480.0,Some college/university study without earning a degree,13
Greece,Employed full-time,41508.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13
Italy,Employed full-time,54049.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
Canada,Employed full-time,43110.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,26400.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,65000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,Employed full-time,250000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7
United States,Employed full-time,112000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Brazil,"Independent contractor, freelancer, or self-employed",54972.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
Germany,Employed full-time,64860.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Canada,Employed full-time,56723.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
United States,Employed full-time,72000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,Employed full-time,47500.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
Canada,"Independent contractor, freelancer, or self-employed",60500.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,Employed full-time,97000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,Employed full-time,220000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
New Zealand,Employed full-time,63890.0,Some college/university study without earning a degree,10
Canada,Employed full-time,68068.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Canada,Employed full-time,83194.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United States,Employed full-time,132000.0,Some college/university study without earning a degree,9
United States,Employed full-time,92000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Australia,Employed full-time,86775.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12
United States,Employed full-time,66000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Canada,Employed full-time,96808.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40
United States,Employed full-time,178000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",38
Brazil,Employed full-time,46728.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17
Germany,Employed full-time,55130.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7
Portugal,Employed full-time,37834.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
United States,Employed full-time,208000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
Netherlands,Employed part-time,54049.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
United States,Employed full-time,75000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
Mexico,Employed full-time,12276.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
Netherlands,Employed full-time,64860.0,Some college/university study without earning a degree,21
United States,Employed full-time,101000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",37
United Kingdom,Employed full-time,38778.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Russian Federation,Employed full-time,24540.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",8
Canada,"Independent contractor, freelancer, or self-employed",113447.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",30
Netherlands,Employed full-time,45401.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
United States,Employed full-time,72000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Australia,Employed full-time,50107.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9
United Kingdom,Employed full-time,64630.0,Some college/university study without earning a degree,11
Canada,Employed full-time,51429.0,Some college/university study without earning a degree,2
United States,Employed full-time,120000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
United States,Employed full-time,88600.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
United Kingdom,Employed full-time,86604.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",25
United States,Employed full-time,140000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Germany,Employed full-time,53184.0,Some college/university study without earning a degree,12
Hungary,Employed full-time,33096.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
United States,Employed full-time,79500.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25
Canada,Employed full-time,90758.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,"Independent contractor, freelancer, or self-employed",16000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20
Italy,Employed full-time,23352.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12
United States,Employed full-time,250000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20
United States,Employed full-time,65000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,Employed full-time,75000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
United Kingdom,Employed full-time,149941.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
Austria,Employed full-time,116748.0,Some college/university study without earning a degree,14
United States,Employed full-time,130000.0,Some college/university study without earning a degree,8
Brazil,Employed full-time,13740.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Brazil,Employed full-time,5496.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed part-time,15000.0,Some college/university study without earning a degree,2
Australia,Employed full-time,96874.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14
Canada,Employed full-time,72606.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26
United States,Employed full-time,72000.0,"Associate degree (A.A., A.S., etc.)",7
Canada,Employed full-time,83194.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
Australia,Employed full-time,76163.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
United States,Employed full-time,150000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
United Kingdom,Employed full-time,180963.0,Some college/university study without earning a degree,15
Canada,Employed full-time,22692.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Canada,Employed full-time,121010.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9
United States,Employed full-time,141000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Canada,Employed full-time,67312.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,61000.0,Some college/university study without earning a degree,9
Germany,Employed full-time,70264.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
Poland,Employed part-time,44352.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
United States,Employed full-time,77000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,82128.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
Israel,Employed full-time,105072.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
Australia,Employed full-time,68814.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Australia,"Independent contractor, freelancer, or self-employed",50000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2
